driver_name,car_number,team_name,manufacturer,season_year,race_number,race_pos,quali_pos,stage_1_pos,stage_2_pos,stage_3_pos,laps_led,status,season_points,finish_position_points,stage_points,playoff_points
Ty Gibbs,23,23XI Racing,Toyota,2022,34,22,6,0,0,0,0,running,0,15,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2022,34,23,31,0,0,0,0,running,14,14,0,0
Cole Custer,41,Stewart-Haas Racing,Ford,2022,34,24,25,0,0,0,0,running,13,13,0,0
Noah Gragson,48,Hendrick Motorsports,Chevrolet,2022,34,25,24,0,0,0,0,running,0,12,0,0
Ty Dillon,42,Petty GMS Motorsports,Chevrolet,2022,34,26,30,0,0,0,0,running,11,11,0,0
John H. Nemechek,45,23XI Racing,Toyota,2022,34,27,4,0,0,0,0,running,0,10,0,0
Justin Haley,31,Kaulig Racing,Chevrolet,2022,34,28,15,0,0,0,0,running,9,9,0,0
Landon Cassill,77,Spire Motorsports,Chevrolet,2022,34,29,33,0,0,0,0,running,0,8,0,0
Erik Jones,43,Petty GMS Motorsports,Chevrolet,2022,34,30,22,0,0,0,0,running,7,7,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2022,34,31,29,0,0,0,0,running,6,6,0,0
J.J. Yeley,15,Rick Ware Racing,Ford,2022,34,32,34,0,0,0,0,running,0,5,0,0
B.J. McLeod,78,Live Fast Motorsports,Ford,2022,34,33,35,0,0,0,0,running,0,4,0,0
Cody Ware,51,Rick Ware Racing,Ford,2022,34,34,36,0,0,0,0,running,3,3,0,0
Tyler Reddick,8,Richard Childress Racing,Chevrolet,2022,34,35,7,4,0,0,0,crash,9,2,7,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2022,34,36,19,0,0,0,0,crash,1,1,0,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2022,35,1,20,6,5,0,150,running,51,40,11,5
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2022,35,2,1,4,3,0,68,running,50,35,15,0
Ryan Blaney,12,Team Penske,Ford,2022,35,3,4,7,6,0,0,running,43,34,9,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2022,35,4,9,8,8,0,0,running,39,33,6,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2022,35,5,11,1,1,0,203,running,52,32,20,2
Joey Logano,22,Team Penske,Ford,2022,35,6,12,0,7,0,0,running,35,31,4,0
William Byron,24,Hendrick Motorsports,Chevrolet,2022,35,7,25,0,0,0,0,running,30,30,0,0
Bubba Wallace,45,23XI Racing,Toyota,2022,35,8,24,0,10,0,0,running,30,29,1,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2022,35,9,3,5,0,0,25,running,34,28,6,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2022,35,10,2,2,2,0,54,running,45,27,18,0
Harrison Burton,21,Wood Brothers Racing,Ford,2022,35,11,10,0,0,0,0,running,26,26,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2022,35,12,7,9,9,0,0,running,29,25,4,0
Todd Gilliland,38,Front Row Motorsports,Ford,2022,35,13,19,0,0,0,0,running,24,24,0,0
Cole Custer,41,Stewart-Haas Racing,Ford,2022,35,14,5,3,4,0,0,running,38,23,15,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2022,35,15,15,10,0,0,0,running,23,22,1,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2022,35,16,8,0,0,0,0,running,21,21,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2022,35,17,13,0,0,0,0,running,20,20,0,0
Erik Jones,43,Petty GMS Motorsports,Chevrolet,2022,35,18,23,0,0,0,0,running,19,19,0,0
Ty Gibbs,23,23XI Racing,Toyota,2022,35,19,26,0,0,0,0,running,0,18,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2022,35,20,27,0,0,0,0,running,17,17,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2022,35,21,14,0,0,0,0,running,16,16,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2022,35,22,31,0,0,0,0,running,15,15,0,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2022,35,23,21,0,0,0,0,running,0,14,0,0
Chris Buescher,17,RFK Racing,Ford,2022,35,24,22,0,0,0,0,running,13,13,0,0
Noah Gragson,48,Hendrick Motorsports,Chevrolet,2022,35,25,17,0,0,0,0,running,0,12,0,0
Austin Cindric,2,Team Penske,Ford,2022,35,26,30,0,0,0,0,running,11,11,0,0
Justin Haley,31,Kaulig Racing,Chevrolet,2022,35,27,29,0,0,0,0,running,10,10,0,0
Cody Ware,51,Rick Ware Racing,Ford,2022,35,28,36,0,0,0,0,running,9,9,0,0
Kyle Busch,18,Joe Gibbs Racing,Toyota,2022,35,29,18,0,0,0,0,running,8,8,0,0
J.J. Yeley,15,Rick Ware Racing,Ford,2022,35,30,35,0,0,0,0,running,0,7,0,0
Ty Dillon,42,Petty GMS Motorsports,Chevrolet,2022,35,31,32,0,0,0,0,brakes,6,6,0,0
Landon Cassill,77,Spire Motorsports,Chevrolet,2022,35,32,33,0,0,0,0,crash,0,5,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2022,35,33,16,0,0,0,0,crash,4,4,0,0
B.J. McLeod,78,Live Fast Motorsports,Ford,2022,35,34,34,0,0,0,0,fire,0,3,0,0
Tyler Reddick,8,Richard Childress Racing,Chevrolet,2022,35,35,28,0,0,0,0,crash,2,2,0,0
Brad Keselowski,6,RFK Racing,Ford,2022,35,36,6,0,0,0,0,running,1,1,0,0
Joey Logano,22,Team Penske,Ford,2022,36,1,1,1,2,0,187,running,40,40,19,6
Ryan Blaney,12,Team Penske,Ford,2022,36,2,2,2,1,0,109,running,54,35,19,1
Ross Chastain,1,Trackhouse Racing,Chevrolet,2022,36,3,25,0,0,0,0,running,34,34,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2022,36,4,3,3,4,0,11,running,48,33,15,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2022,36,5,7,8,5,0,0,running,41,32,9,0
William Byron,24,Hendrick Motorsports,Chevrolet,2022,36,6,8,7,7,0,0,running,39,31,8,0
Kyle Busch,18,Joe Gibbs Racing,Toyota,2022,36,7,22,0,0,0,0,running,30,30,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2022,36,8,21,0,0,0,0,running,29,29,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2022,36,9,4,4,8,0,0,running,38,28,10,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2022,36,10,17,0,6,0,0,running,27,27,5,0
Austin Cindric,2,Team Penske,Ford,2022,36,11,14,10,10,0,0,running,28,26,2,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2022,36,12,16,0,0,0,1,running,0,25,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2022,36,13,15,0,0,0,0,running,24,24,0,0
Erik Jones,43,Petty GMS Motorsports,Chevrolet,2022,36,14,30,0,0,0,0,running,23,23,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2022,36,15,12,5,3,0,0,running,36,22,14,0
Cole Custer,41,Stewart-Haas Racing,Ford,2022,36,16,9,0,0,0,3,running,21,21,0,0
Daniel Hemric,23,23XI Racing,Toyota,2022,36,17,10,0,0,0,0,running,0,20,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2022,36,18,27,0,0,0,0,running,19,19,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2022,36,19,6,0,0,0,0,running,18,18,0,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2022,36,20,13,0,0,0,0,running,17,17,0,0
Chris Buescher,17,RFK Racing,Ford,2022,36,21,19,0,0,0,0,running,16,16,0,0
Bubba Wallace,45,23XI Racing,Toyota,2022,36,22,23,0,0,0,0,running,15,15,0,0
Tyler Reddick,8,Richard Childress Racing,Chevrolet,2022,36,23,11,9,9,0,0,running,18,14,4,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2022,36,24,28,0,0,0,0,running,13,13,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2022,36,25,20,0,0,0,0,running,12,12,0,0
Ty Dillon,42,Petty GMS Motorsports,Chevrolet,2022,36,26,32,0,0,0,0,running,11,11,0,0
Justin Haley,31,Kaulig Racing,Chevrolet,2022,36,27,26,0,0,0,0,running,10,10,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2022,36,28,5,6,0,0,0,running,9,9,5,0
Todd Gilliland,38,Front Row Motorsports,Ford,2022,36,29,31,0,0,0,0,running,8,8,0,0
Cody Ware,51,Rick Ware Racing,Ford,2022,36,30,34,0,0,0,0,running,7,7,0,0
B.J. McLeod,78,Live Fast Motorsports,Ford,2022,36,31,33,0,0,0,0,running,0,6,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2022,36,32,29,0,0,0,0,running,5,5,0,0
Garrett Smithley,15,Rick Ware Racing,Ford,2022,36,33,35,0,0,0,0,running,0,4,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2022,36,34,24,0,0,0,1,running,3,3,0,0
Brad Keselowski,6,RFK Racing,Ford,2022,36,35,18,0,0,0,0,electrical,2,2,0,0
Landon Cassill,77,Spire Motorsports,Chevrolet,2022,36,36,36,0,0,0,0,crash,0,1,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2023,1,1,31,0,3,0,10,running,48,40,8,5
Joey Logano,22,Team Penske,Ford,2023,1,2,3,0,4,0,12,running,52,35,7,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2023,1,3,5,0,10,0,20,running,44,34,1,0
Chris Buescher,17,RFK Racing,Ford,2023,1,4,9,3,9,0,32,running,50,33,10,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2023,1,5,1,0,2,0,12,running,41,32,9,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2023,1,6,29,0,8,0,1,running,34,31,3,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2023,1,7,24,0,0,0,3,running,30,30,0,0
Ryan Blaney,12,Team Penske,Ford,2023,1,8,7,0,0,0,1,running,37,29,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2023,1,9,23,0,1,0,6,running,38,28,10,1
Riley Herbst,15,Rick Ware Racing,Ford,2023,1,10,38,0,0,0,0,running,0,27,0,0
Travis Pastrana,67,23XI Racing,Toyota,2023,1,11,40,0,0,0,2,running,26,26,0,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2023,1,12,13,4,0,0,1,running,37,25,7,0
Zane Smith,36,Front Row Motorsports,Ford,2023,1,13,17,0,0,0,0,running,3,24,0,0
Cody Ware,51,Rick Ware Racing,Ford,2023,1,14,35,0,0,0,0,running,23,23,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2023,1,15,16,9,6,0,13,running,32,22,7,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2023,1,16,12,0,0,0,0,running,27,21,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2023,1,17,18,0,0,0,6,running,22,20,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2023,1,18,2,0,0,0,6,crash,24,19,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2023,1,19,36,0,0,0,6,crash,18,18,0,0
Bubba Wallace,23,23XI Racing,Toyota,2023,1,20,15,0,0,0,5,crash,21,17,0,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2023,1,21,4,8,0,0,16,crash,29,16,3,0
Brad Keselowski,6,RFK Racing,Ford,2023,1,22,10,1,0,0,42,crash,32,15,10,1
Austin Cindric,2,Team Penske,Ford,2023,1,23,6,0,5,0,0,crash,29,14,6,0
Noah Gragson,42,Legacy Motor Club,Chevrolet,2023,1,24,22,0,0,0,0,running,13,13,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2023,1,25,33,6,0,0,0,running,17,12,5,0
Harrison Burton,21,Wood Brothers Racing,Ford,2023,1,26,19,0,0,0,9,running,13,11,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2023,1,27,14,10,0,0,0,crash,15,10,1,0
Michael McDowell,34,Front Row Motorsports,Ford,2023,1,28,11,5,0,0,0,running,21,9,6,0
Conor Daly,50,23XI Racing,Chevrolet,2023,1,29,34,0,0,0,0,running,0,8,0,0
B.J. McLeod,78,Live Fast Motorsports,Chevrolet,2023,1,30,32,0,0,0,0,running,7,7,0,0
Jimmie Johnson,84,Legacy Motor Club,Chevrolet,2023,1,31,39,7,0,0,0,crash,10,6,4,0
Justin Haley,31,Kaulig Racing,Chevrolet,2023,1,32,28,0,0,0,0,crash,5,5,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2023,1,33,27,0,0,0,0,crash,4,4,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2023,1,34,21,0,7,0,0,crash,7,3,4,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2023,1,35,30,0,0,0,5,crash,2,2,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2023,1,36,20,2,0,0,4,crash,11,1,9,0
Erik Jones,43,Legacy Motor Club,Chevrolet,2023,1,37,25,0,0,0,0,crash,1,1,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2023,1,38,8,0,0,0,0,crash,9,1,0,0
Tyler Reddick,45,23XI Racing,Toyota,2023,1,39,26,0,0,0,0,crash,1,1,0,0
Ty Dillon,77,Spire Motorsports,Chevrolet,2023,1,40,37,0,0,0,0,engine,1,1,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2023,2,1,21,0,2,0,27,running,49,40,9,5
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2023,2,2,33,10,7,0,1,running,40,35,5,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2023,2,3,8,1,1,0,91,running,54,34,20,2
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2023,2,4,7,3,5,0,0,running,47,33,14,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2023,2,5,10,8,4,0,5,running,42,32,10,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2023,2,6,13,5,6,0,11,running,42,31,11,0
Brad Keselowski,6,RFK Racing,Ford,2023,2,7,16,0,9,0,2,running,32,30,2,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2023,2,8,4,4,8,0,17,running,39,29,10,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2023,2,9,28,0,0,0,3,running,28,28,0,0
Joey Logano,22,Team Penske,Ford,2023,2,10,3,7,3,0,19,running,39,27,12,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2023,2,11,14,9,0,0,0,running,28,26,2,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2023,2,12,2,0,0,0,0,running,25,25,0,0
Chris Buescher,17,RFK Racing,Ford,2023,2,13,5,0,0,0,0,running,24,24,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2023,2,14,12,0,10,0,0,running,24,23,1,0
Harrison Burton,21,Wood Brothers Racing,Ford,2023,2,15,24,0,0,0,0,running,22,22,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2023,2,16,23,0,0,0,0,running,21,21,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2023,2,17,25,0,0,0,0,running,20,20,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2023,2,18,26,0,0,0,6,running,19,19,0,0
Erik Jones,43,Legacy Motor Club,Chevrolet,2023,2,19,34,0,0,0,0,running,18,18,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2023,2,20,31,0,0,0,0,running,17,17,0,0
Justin Haley,31,Kaulig Racing,Chevrolet,2023,2,21,29,0,0,0,0,running,16,16,0,0
Noah Gragson,42,Legacy Motor Club,Chevrolet,2023,2,22,20,0,0,0,1,running,15,15,0,0
J.J. Yeley,15,Rick Ware Racing,Ford,2023,2,23,22,0,0,0,0,running,14,14,0,0
B.J. McLeod,78,Live Fast Motorsports,Chevrolet,2023,2,24,30,0,0,0,0,running,13,13,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2023,2,25,32,6,0,0,0,running,17,12,5,0
Ryan Blaney,12,Team Penske,Ford,2023,2,26,9,2,0,0,16,running,20,11,9,0
Cody Ware,51,Rick Ware Racing,Ford,2023,2,27,11,0,0,0,0,running,10,10,0,0
Austin Cindric,2,Team Penske,Ford,2023,2,28,19,0,0,0,0,running,9,9,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2023,2,29,15,0,0,0,0,running,8,8,0,0
Bubba Wallace,23,23XI Racing,Toyota,2023,2,30,18,0,0,0,0,engine,7,7,0,0
Ty Dillon,77,Spire Motorsports,Chevrolet,2023,2,31,36,0,0,0,0,engine,6,6,0,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2023,2,32,1,0,0,0,1,crash,5,5,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2023,2,33,27,0,0,0,0,crash,4,4,0,0
Tyler Reddick,45,23XI Racing,Toyota,2023,2,34,35,0,0,0,0,crash,3,3,0,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2023,2,35,17,0,0,0,0,crash,2,2,0,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2023,2,36,6,0,0,0,0,crash,1,1,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2023,3,1,2,1,1,0,176,running,60,40,20,7
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2023,3,2,6,2,2,0,63,running,53,35,18,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2023,3,3,11,7,3,0,2,running,46,34,12,0
Bubba Wallace,23,23XI Racing,Toyota,2023,3,4,13,8,6,0,0,running,41,33,8,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2023,3,5,10,4,5,0,0,running,45,32,13,0
Austin Cindric,2,Team Penske,Ford,2023,3,6,9,0,0,0,0,running,31,31,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2023,3,7,15,6,4,0,3,running,42,30,12,0
Justin Haley,31,Kaulig Racing,Chevrolet,2023,3,8,27,0,0,0,0,running,29,29,0,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2023,3,9,14,0,10,0,0,running,29,28,1,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2023,3,10,24,0,0,0,0,running,27,27,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2023,3,11,12,5,8,0,10,running,35,26,9,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2023,3,12,8,3,7,0,0,running,37,25,12,0
Ryan Blaney,12,Team Penske,Ford,2023,3,13,3,0,0,0,0,running,24,24,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2023,3,14,5,9,0,0,0,running,25,23,2,0
Tyler Reddick,45,23XI Racing,Toyota,2023,3,15,34,0,0,0,3,running,22,22,0,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2023,3,16,21,0,0,0,0,running,21,21,0,0
Brad Keselowski,6,RFK Racing,Ford,2023,3,17,7,10,9,0,5,running,23,20,3,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2023,3,18,23,0,0,0,0,running,19,19,0,0
Erik Jones,43,Legacy Motor Club,Chevrolet,2023,3,19,22,0,0,0,0,crash,18,18,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2023,3,20,19,0,0,0,0,running,17,17,0,0
Chris Buescher,17,RFK Racing,Ford,2023,3,21,18,0,0,0,0,running,16,16,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2023,3,22,4,0,0,0,0,running,15,15,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2023,3,23,31,0,0,0,0,running,14,14,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2023,3,24,16,0,0,0,0,running,13,13,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2023,3,25,17,0,0,0,0,running,12,12,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2023,3,26,35,0,0,0,0,running,11,11,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2023,3,27,26,0,0,0,0,running,10,10,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2023,3,28,20,0,0,0,0,running,9,9,0,0
Josh Berry,9,Hendrick Motorsports,Chevrolet,2023,3,29,32,0,0,0,0,running,0,8,0,0
Noah Gragson,42,Legacy Motor Club,Chevrolet,2023,3,30,25,0,0,0,0,running,7,7,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2023,3,31,28,0,0,0,0,running,6,6,0,0
B.J. McLeod,78,Live Fast Motorsports,Chevrolet,2023,3,32,36,0,0,0,0,running,5,5,0,0
J.J. Yeley,15,Rick Ware Racing,Ford,2023,3,33,29,0,0,0,0,running,4,4,0,0
Ty Dillon,77,Spire Motorsports,Chevrolet,2023,3,34,33,0,0,0,0,running,3,3,0,0
Cody Ware,51,Rick Ware Racing,Ford,2023,3,35,30,0,0,0,0,running,2,2,0,0
Joey Logano,22,Team Penske,Ford,2023,3,36,1,0,0,0,9,dvp,1,1,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2023,4,1,3,1,2,0,64,running,59,40,19,6
Ryan Blaney,12,Team Penske,Ford,2023,4,2,8,6,8,0,0,running,43,35,8,0
Tyler Reddick,45,23XI Racing,Toyota,2023,4,3,12,5,5,0,0,running,46,34,12,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2023,4,4,1,2,1,0,201,running,52,33,19,1
Kevin Harvick,4,Stewart-Haas Racing,Ford,2023,4,5,15,8,3,0,36,running,43,32,11,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2023,4,6,5,3,7,0,0,running,43,31,12,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2023,4,7,24,0,10,0,0,running,31,30,1,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2023,4,8,9,10,0,0,0,running,30,29,1,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2023,4,9,18,0,0,0,0,running,28,28,0,0
Josh Berry,9,Hendrick Motorsports,Chevrolet,2023,4,10,17,0,0,0,0,running,0,27,0,0
Joey Logano,22,Team Penske,Ford,2023,4,11,16,0,0,0,0,running,26,26,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2023,4,12,25,0,0,0,0,running,25,25,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2023,4,13,7,0,0,0,0,running,24,24,0,0
Bubba Wallace,23,23XI Racing,Toyota,2023,4,14,19,0,0,0,0,running,23,23,0,0
Chris Buescher,17,RFK Racing,Ford,2023,4,15,21,0,0,0,0,running,22,22,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2023,4,16,30,0,0,0,0,running,21,21,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2023,4,17,13,0,0,0,0,running,20,20,0,0
Brad Keselowski,6,RFK Racing,Ford,2023,4,18,4,9,4,0,1,running,28,19,9,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2023,4,19,23,0,0,0,0,running,18,18,0,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2023,4,20,22,0,0,0,0,running,17,17,0,0
Erik Jones,43,Legacy Motor Club,Chevrolet,2023,4,21,10,0,0,0,14,running,16,16,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2023,4,22,11,0,0,0,0,running,15,15,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2023,4,23,2,4,6,0,0,running,2,14,12,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2023,4,24,6,7,9,0,1,running,19,13,6,0
Austin Cindric,2,Team Penske,Ford,2023,4,25,20,0,0,0,0,running,12,12,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2023,4,26,28,0,0,0,0,running,11,11,0,0
Justin Haley,31,Kaulig Racing,Chevrolet,2023,4,27,26,0,0,0,0,running,10,10,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2023,4,28,14,0,0,0,0,running,9,9,0,0
Noah Gragson,42,Legacy Motor Club,Chevrolet,2023,4,29,32,0,0,0,0,running,8,8,0,0
Ty Dillon,77,Spire Motorsports,Chevrolet,2023,4,30,35,0,0,0,0,running,7,7,0,0
Zane Smith,38,Front Row Motorsports,Ford,2023,4,31,34,0,0,0,0,running,0,6,0,0
Todd Gilliland,15,Rick Ware Racing,Ford,2023,4,32,29,0,0,0,0,running,5,5,0,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2023,4,33,31,0,0,0,0,running,4,4,0,0
Cody Ware,51,Rick Ware Racing,Ford,2023,4,34,36,0,0,0,0,running,3,3,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2023,4,35,27,0,0,0,0,running,2,2,0,0
B.J. McLeod,78,Live Fast Motorsports,Chevrolet,2023,4,36,33,0,0,0,0,fuel pump,1,1,0,0
Joey Logano,22,Team Penske,Ford,2023,5,1,1,1,2,0,140,running,59,40,19,6
Brad Keselowski,6,RFK Racing,Ford,2023,5,2,4,3,9,0,47,running,45,35,10,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2023,5,3,10,6,0,0,6,running,39,34,5,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2023,5,4,31,0,10,0,0,running,34,33,1,0
Tyler Reddick,45,23XI Racing,Toyota,2023,5,5,16,0,4,0,0,running,39,32,7,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2023,5,6,14,5,8,0,14,running,40,31,9,0
Ryan Blaney,12,Team Penske,Ford,2023,5,7,3,4,0,0,5,running,37,30,7,0
Erik Jones,43,Legacy Motor Club,Chevrolet,2023,5,8,28,0,0,0,0,running,29,29,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2023,5,9,35,0,0,0,0,running,28,28,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2023,5,10,17,7,0,0,7,running,31,27,4,0
Austin Cindric,2,Team Penske,Ford,2023,5,11,2,2,1,0,5,running,45,26,19,1
Noah Gragson,42,Legacy Motor Club,Chevrolet,2023,5,12,22,0,0,0,0,running,25,25,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2023,5,13,18,0,0,0,5,running,24,24,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2023,5,14,15,0,3,0,0,running,31,23,8,0
Todd Gilliland,38,Front Row Motorsports,Ford,2023,5,15,23,0,0,0,0,running,22,22,0,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2023,5,16,30,0,0,0,0,running,21,21,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2023,5,17,27,0,0,0,7,running,20,20,0,0
Josh Berry,9,Hendrick Motorsports,Chevrolet,2023,5,18,21,0,0,0,0,running,0,19,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2023,5,19,29,10,7,0,0,running,23,18,5,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2023,5,20,13,0,0,0,0,running,17,17,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2023,5,21,12,0,0,0,0,running,16,16,0,0
Justin Haley,31,Kaulig Racing,Chevrolet,2023,5,22,20,0,0,0,0,running,15,15,0,0
Ty Dillon,77,Spire Motorsports,Chevrolet,2023,5,23,26,0,0,0,0,running,14,14,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2023,5,24,8,0,0,0,0,running,13,13,0,0
Cody Ware,51,Rick Ware Racing,Ford,2023,5,25,32,0,0,0,1,running,12,12,0,0
J.J. Yeley,15,Rick Ware Racing,Ford,2023,5,26,34,0,0,0,0,running,0,11,0,0
Bubba Wallace,23,23XI Racing,Toyota,2023,5,27,19,0,0,0,0,running,10,10,0,0
