driver_name,season_year,race_number,race_season_points,wins,stage_wins,race_playoff_points,race_finish_points,race_stage_points
Denny Hamlin,2023,24,28,0,1,1,18,10
Brad Keselowski,2023,24,24,0,0,0,17,7
Harrison Burton,2023,24,16,0,0,0,16,0
Brodie Kostecki,2023,24,15,0,0,0,15,0
Kevin Harvick,2023,24,14,0,0,0,14,0
Mike Rockenfeller,2023,24,13,0,0,0,13,0
Ricky Stenhouse Jr,2023,24,12,0,0,0,12,0
A.J. Allmendinger,2023,24,11,0,0,0,11,0
Ty Dillon,2023,24,10,0,0,0,10,0
Jenson Button,2023,24,9,0,0,0,9,0
Corey LaJoie,2023,24,8,0,0,0,8,0
Andy Lally,2023,24,7,0,0,0,7,0
Ryan Preece,2023,24,6,0,0,0,6,0
Josh Bilicki,2023,24,0,0,0,0,5,0
Kamui Kobayashi,2023,24,0,0,0,0,4,0
Joey Logano,2023,24,3,0,0,0,3,0
Erik Jones,2023,24,2,0,0,0,2,0
Kyle Busch,2023,24,11,0,0,0,1,10
Todd Gilliland,2023,24,1,0,0,0,1,0
Justin Haley,2023,24,1,0,0,0,1,0
Aric Almirola,2023,24,1,0,0,0,1,0
William Byron,2023,25,59,1,1,6,40,19
Denny Hamlin,2023,25,52,0,0,0,35,17
Christopher Bell,2023,25,43,0,0,0,34,9
A.J. Allmendinger,2023,25,45,0,0,0,33,12
Ty Gibbs,2023,25,47,0,0,0,32,15
Martin Truex Jr,2023,25,31,0,0,0,31,0
Chris Buescher,2023,25,30,0,0,0,30,0
Tyler Reddick,2023,25,30,0,0,0,29,1
Ryan Blaney,2023,25,28,0,0,0,28,0
Joey Logano,2023,25,27,0,0,0,27,0
Todd Gilliland,2023,25,26,0,0,0,26,0
Bubba Wallace,2023,25,30,0,0,0,25,5
Ricky Stenhouse Jr,2023,25,24,0,0,0,24,0
Kyle Busch,2023,25,28,0,0,0,23,5
Brad Keselowski,2023,25,22,0,0,0,22,0
Austin Cindric,2023,25,21,0,0,0,21,0
Ryan Preece,2023,25,20,0,0,0,20,0
Ross Chastain,2023,25,19,0,0,0,19,0
Mike Rockenfeller,2023,25,18,0,0,0,18,0
Corey LaJoie,2023,25,17,0,0,0,17,0
Kevin Harvick,2023,25,16,0,0,0,16,0
Daniel Suarez,2023,25,15,0,0,0,15,0
Alex Bowman,2023,25,14,0,0,0,14,0
Justin Haley,2023,25,13,0,0,0,13,0
Andy Lally,2023,25,12,0,0,0,12,0
Kyle Larson,2023,25,23,0,0,0,11,12
Josh Bilicki,2023,25,0,0,0,0,10,0
Cole Custer,2023,25,0,0,0,0,9,0
Erik Jones,2023,25,8,0,0,0,8,0
Aric Almirola,2023,25,7,0,0,0,7,0
Austin Dillon,2023,25,7,0,0,0,6,1
Chase Elliott,2023,25,9,0,0,0,5,4
Harrison Burton,2023,25,4,0,0,0,4,0
Ty Dillon,2023,25,3,0,0,0,3,0
Chase Briscoe,2023,25,2,0,0,0,2,0
Michael McDowell,2023,25,11,0,1,1,1,10
Chris Buescher,2023,26,40,1,0,5,40,0
Brad Keselowski,2023,26,45,0,1,1,35,10
Aric Almirola,2023,26,34,0,0,0,34,0
Chase Elliott,2023,26,37,0,0,0,33,4
Joey Logano,2023,26,39,0,0,0,32,7
Alex Bowman,2023,26,38,0,0,0,31,7
Kyle Busch,2023,26,39,0,0,0,30,9
William Byron,2023,26,35,0,0,0,29,6
Kevin Harvick,2023,26,36,0,0,0,28,8
Corey LaJoie,2023,26,27,0,0,0,27,0
Ty Dillon,2023,26,26,0,0,0,26,0
Bubba Wallace,2023,26,30,0,0,0,25,5
Michael McDowell,2023,26,24,0,0,0,24,0
Austin Hill,2023,26,0,0,0,0,23,0
Chandler Smith,2023,26,0,0,0,0,22,0
Christopher Bell,2023,26,30,0,0,0,21,9
Ross Chastain,2023,26,22,0,0,0,20,2
Erik Jones,2023,26,19,0,0,0,19,0
J.J. Yeley,2023,26,0,0,0,0,18,0
Daniel Suarez,2023,26,26,0,0,0,17,9
Justin Haley,2023,26,16,0,0,0,16,0
Josh Berry,2023,26,0,0,0,0,15,0
B.J. McLeod,2023,26,14,0,0,0,14,0
Martin Truex Jr,2023,26,23,0,1,1,13,10
Tyler Reddick,2023,26,17,0,0,0,12,5
Denny Hamlin,2023,26,14,0,0,0,11,3
Kyle Larson,2023,26,10,0,0,0,10,0
Harrison Burton,2023,26,9,0,0,0,9,0
A.J. Allmendinger,2023,26,8,0,0,0,8,0
Chase Briscoe,2023,26,9,0,0,0,7,2
Ryan Preece,2023,26,6,0,0,0,6,0
Todd Gilliland,2023,26,5,0,0,0,5,0
Austin Dillon,2023,26,7,0,0,0,4,3
Ricky Stenhouse Jr,2023,26,3,0,0,0,3,0
Ty Gibbs,2023,26,9,0,0,0,2,7
Ryan Blaney,2023,26,1,0,0,0,1,0
Austin Cindric,2023,26,5,0,0,0,1,4
Riley Herbst,2023,26,0,0,0,0,1,0
Brennan Poole,2023,26,0,0,0,0,1,0
Kyle Larson,2023,27,57,1,0,5,40,17
Tyler Reddick,2023,27,51,0,0,0,35,16
Chris Buescher,2023,27,36,0,0,0,34,2
William Byron,2023,27,39,0,0,0,33,6
Ross Chastain,2023,27,32,0,0,0,32,0
Brad Keselowski,2023,27,38,0,0,0,31,7
Bubba Wallace,2023,27,30,0,0,0,30,0
Chase Elliott,2023,27,33,0,0,0,29,4
Ryan Blaney,2023,27,38,0,0,0,28,10
Erik Jones,2023,27,35,0,0,0,27,8
Kyle Busch,2023,27,31,0,0,0,26,5
Joey Logano,2023,27,25,0,0,0,25,0
A.J. Allmendinger,2023,27,24,0,0,0,24,0
Aric Almirola,2023,27,24,0,0,0,23,1
Chase Briscoe,2023,27,22,0,0,0,22,0
Ricky Stenhouse Jr,2023,27,22,0,0,0,21,1
Carson Hocevar,2023,27,0,0,0,0,20,0
Martin Truex Jr,2023,27,19,0,0,0,19,0
Kevin Harvick,2023,27,25,0,0,0,18,7
Austin Dillon,2023,27,20,0,0,0,17,3
Ty Gibbs,2023,27,16,0,0,0,16,0
Corey LaJoie,2023,27,15,0,0,0,15,0
Christopher Bell,2023,27,17,0,0,0,14,3
Justin Haley,2023,27,13,0,0,0,13,0
Denny Hamlin,2023,27,32,0,2,2,12,20
Todd Gilliland,2023,27,11,0,0,0,11,0
Ryan Newman,2023,27,10,0,0,0,10,0
Ryan Preece,2023,27,9,0,0,0,9,0
Ty Dillon,2023,27,8,0,0,0,8,0
J.J. Yeley,2023,27,0,0,0,0,7,0
Austin Cindric,2023,27,6,0,0,0,6,0
Michael McDowell,2023,27,5,0,0,0,5,0
Alex Bowman,2023,27,4,0,0,0,4,0
Daniel Suarez,2023,27,3,0,0,0,3,0
Harrison Burton,2023,27,2,0,0,0,2,0
B.J. McLeod,2023,27,1,0,0,0,1,0
Tyler Reddick,2023,28,51,1,0,5,40,11
Denny Hamlin,2023,28,48,0,0,0,35,13
Erik Jones,2023,28,39,0,0,0,34,5
Kyle Larson,2023,28,43,0,1,1,33,10
Joey Logano,2023,28,35,0,0,0,32,3
Chase Elliott,2023,28,41,0,0,0,31,10
Kyle Busch,2023,28,30,0,0,0,30,0
Christopher Bell,2023,28,38,0,0,0,29,9
Brad Keselowski,2023,28,41,0,1,1,28,13
Alex Bowman,2023,28,27,0,0,0,27,0
Kevin Harvick,2023,28,34,0,0,0,26,8
Ryan Blaney,2023,28,35,0,0,0,25,10
Ross Chastain,2023,28,31,0,0,0,24,7
Ty Gibbs,2023,28,23,0,0,0,23,0
William Byron,2023,28,22,0,0,0,22,0
Daniel Suarez,2023,28,21,0,0,0,21,0
Aric Almirola,2023,28,20,0,0,0,20,0
Ryan Preece,2023,28,19,0,0,0,19,0
Chase Briscoe,2023,28,18,0,0,0,18,0
Carson Hocevar,2023,28,0,0,0,0,17,0
Justin Haley,2023,28,16,0,0,0,16,0
Corey LaJoie,2023,28,15,0,0,0,15,0
Ricky Stenhouse Jr,2023,28,14,0,0,0,14,0
Cole Custer,2023,28,0,0,0,0,13,0
Todd Gilliland,2023,28,12,0,0,0,12,0
Michael McDowell,2023,28,11,0,0,0,11,0
Chris Buescher,2023,28,12,0,0,0,10,2
Ty Dillon,2023,28,9,0,0,0,9,0
Sheldon Creed,2023,28,0,0,0,0,8,0
A.J. Allmendinger,2023,28,7,0,0,0,7,0
Austin Cindric,2023,28,6,0,0,0,6,0
Bubba Wallace,2023,28,14,0,0,0,5,9
Austin Dillon,2023,28,4,0,0,0,4,0
J.J. Yeley,2023,28,0,0,0,0,3,0
Harrison Burton,2023,28,2,0,0,0,2,0
Martin Truex Jr,2023,28,1,0,0,0,1,0
Denny Hamlin,2023,29,47,1,0,5,40,7
Kyle Larson,2023,29,46,0,0,0,35,11
Christopher Bell,2023,29,54,0,2,2,34,20
Chris Buescher,2023,29,37,0,0,0,33,4
Ty Gibbs,2023,29,42,0,0,0,32,10
Michael McDowell,2023,29,36,0,0,0,31,5
Chase Elliott,2023,29,31,0,0,0,30,1
Brad Keselowski,2023,29,33,0,0,0,29,4
William Byron,2023,29,38,0,0,0,28,10
Ricky Stenhouse Jr,2023,29,27,0,0,0,27,0
Carson Hocevar,2023,29,0,0,0,0,26,6
Ryan Preece,2023,29,27,0,0,0,25,2
Alex Bowman,2023,29,24,0,0,0,24,0
Bubba Wallace,2023,29,31,0,0,0,23,8
Tyler Reddick,2023,29,28,0,0,0,22,6
Todd Gilliland,2023,29,21,0,0,0,21,0
Austin Dillon,2023,29,20,0,0,0,20,0
Aric Almirola,2023,29,19,0,0,0,19,0
Martin Truex Jr,2023,29,20,0,0,0,18,2
Kyle Busch,2023,29,17,0,0,0,17,0
Daniel Suarez,2023,29,16,0,0,0,16,0
Ryan Blaney,2023,29,15,0,0,0,15,0
Ross Chastain,2023,29,19,0,0,0,14,5
Erik Jones,2023,29,13,0,0,0,13,0
Corey LaJoie,2023,29,21,0,0,0,12,9
J.J. Yeley,2023,29,0,0,0,0,11,0
Chase Briscoe,2023,29,10,0,0,0,10,0
Harrison Burton,2023,29,9,0,0,0,9,0
Kevin Harvick,2023,29,8,0,0,0,8,0
A.J. Allmendinger,2023,29,7,0,0,0,7,0
B.J. McLeod,2023,29,0,0,0,0,6,0
Austin Cindric,2023,29,5,0,0,0,5,0
Ty Dillon,2023,29,4,0,0,0,4,0
Joey Logano,2023,29,3,0,0,0,3,0
Justin Haley,2023,29,2,0,0,0,2,0
Ryan Newman,2023,29,1,0,0,0,1,0
William Byron,2023,30,47,1,0,5,40,7
Ross Chastain,2023,30,38,0,0,0,35,3
Bubba Wallace,2023,30,37,0,0,0,34,3
Christopher Bell,2023,30,41,0,0,0,33,8
Denny Hamlin,2023,30,42,0,0,0,32,10
Kevin Harvick,2023,30,31,0,0,0,31,0
Brad Keselowski,2023,30,34,0,0,0,30,4
Daniel Suarez,2023,30,30,0,0,0,29,1
Ricky Stenhouse Jr,2023,30,28,0,0,0,28,0
Chase Briscoe,2023,30,30,0,0,0,27,3
Chase Elliott,2023,30,36,0,0,0,26,10
Alex Bowman,2023,30,25,0,0,0,25,0
Justin Haley,2023,30,24,0,0,0,24,0
Chris Buescher,2023,30,38,0,0,0,23,15
Michael McDowell,2023,30,28,0,0,0,22,6
Carson Hocevar,2023,30,0,0,0,0,21,0
Martin Truex Jr,2023,30,20,0,0,0,20,0
Aric Almirola,2023,30,19,0,0,0,19,0
Ty Dillon,2023,30,18,0,0,0,18,0
Harrison Burton,2023,30,17,0,0,0,17,0
Joey Logano,2023,30,16,0,0,0,16,0
B.J. McLeod,2023,30,0,0,0,0,15,0
Ryan Preece,2023,30,14,0,0,0,14,0
Zane Smith,2023,30,0,0,0,0,13,0
Tyler Reddick,2023,30,22,0,1,1,12,10
Corey LaJoie,2023,30,11,0,0,0,11,0
Austin Cindric,2023,30,10,0,0,0,10,0
Ryan Blaney,2023,30,20,0,0,0,9,11
A.J. Allmendinger,2023,30,8,0,0,0,8,0
Erik Jones,2023,30,16,0,0,0,7,9
Kyle Larson,2023,30,16,0,1,1,6,10
J.J. Yeley,2023,30,0,0,0,0,5,0
Ty Gibbs,2023,30,4,0,0,0,4,0
Kyle Busch,2023,30,3,0,0,0,3,0
Todd Gilliland,2023,30,2,0,0,0,2,0
Austin Dillon,2023,30,1,0,0,0,1,0
Ryan Blaney,2023,31,50,1,1,6,40,10
William Byron,2023,31,53,0,0,0,35,18
Denny Hamlin,2023,31,34,0,0,0,34,0
Corey LaJoie,2023,31,34,0,0,0,33,1
Austin Cindric,2023,31,37,0,0,0,32,5
Justin Haley,2023,31,35,0,0,0,31,4
Chase Elliott,2023,31,43,0,0,0,30,13
Ryan Preece,2023,31,31,0,0,0,29,2
Riley Herbst,2023,31,0,0,0,0,28,0
Daniel Suarez,2023,31,32,0,0,0,27,5
Chandler Smith,2023,31,0,0,0,0,26,0
Todd Gilliland,2023,31,25,0,0,0,25,0
Chase Briscoe,2023,31,27,0,0,0,24,3
Christopher Bell,2023,31,23,0,0,0,23,0
Kyle Larson,2023,31,34,0,0,0,22,12
Tyler Reddick,2023,31,22,0,0,0,21,1
Aric Almirola,2023,31,20,0,0,0,20,0
Martin Truex Jr,2023,31,19,0,0,0,19,0
Chris Buescher,2023,31,18,0,0,0,18,0
A.J. Allmendinger,2023,31,17,0,0,0,17,0
Michael McDowell,2023,31,16,0,0,0,16,0
Ricky Stenhouse Jr,2023,31,15,0,0,0,15,0
Bubba Wallace,2023,31,14,0,0,0,14,0
Joey Logano,2023,31,24,0,0,0,13,11
Kyle Busch,2023,31,12,0,0,0,12,0
Erik Jones,2023,31,11,0,0,0,11,0
Ty Dillon,2023,31,12,0,0,0,10,2
Alex Bowman,2023,31,15,0,0,0,9,6
B.J. McLeod,2023,31,0,0,0,0,8,0
Brennan Poole,2023,31,0,0,0,0,7,0
Harrison Burton,2023,31,6,0,0,0,6,0
Brad Keselowski,2023,31,15,0,1,1,5,10
Austin Dillon,2023,31,11,0,0,0,4,7
Ty Gibbs,2023,31,3,0,0,0,3,0
Carson Hocevar,2023,31,0,0,0,0,2,0
J.J. Yeley,2023,31,0,0,0,0,1,0
Ross Chastain,2023,31,1,0,0,0,1,0
Kevin Harvick,2023,31,1,0,0,0,1,0
A.J. Allmendinger,2023,32,41,1,0,5,40,1
William Byron,2023,32,35,0,0,0,35,0
Kyle Busch,2023,32,38,0,0,0,34,4
Ty Gibbs,2023,32,35,0,0,0,33,2
Joey Logano,2023,32,32,0,0,0,32,0
Tyler Reddick,2023,32,48,0,1,1,31,17
Chris Buescher,2023,32,30,0,0,0,30,0
Alex Bowman,2023,32,29,0,0,0,29,0
Chase Elliott,2023,32,42,0,1,1,28,14
Ross Chastain,2023,32,40,0,0,0,27,13
Ryan Preece,2023,32,26,0,0,0,26,0
Ryan Blaney,2023,32,25,0,0,0,25,0
Kyle Larson,2023,32,30,0,0,0,24,6
Austin Dillon,2023,32,23,0,0,0,23,0
Christopher Bell,2023,32,37,0,0,0,22,15
Bubba Wallace,2023,32,34,0,0,0,21,13
Corey LaJoie,2023,32,20,0,0,0,20,0
Brad Keselowski,2023,32,19,0,0,0,19,0
Kevin Harvick,2023,32,18,0,0,0,18,0
Martin Truex Jr,2023,32,27,0,0,0,17,10
Aric Almirola,2023,32,16,0,0,0,16,0
Justin Haley,2023,32,15,0,0,0,15,0
Todd Gilliland,2023,32,14,0,0,0,14,0
Harrison Burton,2023,32,13,0,0,0,13,0
Austin Cindric,2023,32,12,0,0,0,12,0
Josh Bilicki,2023,32,0,0,0,0,11,0
Austin Hill,2023,32,0,0,0,0,10,0
Chase Briscoe,2023,32,9,0,0,0,9,0
Mike Rockenfeller,2023,32,8,0,0,0,8,0
Zane Smith,2023,32,0,0,0,0,7,0
Ty Dillon,2023,32,6,0,0,0,6,0
Michael McDowell,2023,32,7,0,0,0,5,2
Daniel Suarez,2023,32,9,0,0,0,4,5
Ricky Stenhouse Jr,2023,32,3,0,0,0,3,0
Andy Lally,2023,32,0,0,0,0,2,0
Erik Jones,2023,32,1,0,0,0,1,0
Denny Hamlin,2023,32,9,0,0,0,1,8
Kyle Larson,2023,33,60,1,2,7,40,20
Christopher Bell,2023,33,52,0,0,0,35,17
Kyle Busch,2023,33,41,0,0,0,34,7
Brad Keselowski,2023,33,47,0,0,0,33,14
Ross Chastain,2023,33,41,0,0,0,32,9
Ryan Blaney,2023,33,39,0,0,0,31,8
William Byron,2023,33,36,0,0,0,30,6
Tyler Reddick,2023,33,38,0,0,0,29,9
Martin Truex Jr,2023,33,34,0,0,0,28,6
Denny Hamlin,2023,33,38,0,0,0,27,11
Chris Buescher,2023,33,26,0,0,0,26,0
Joey Logano,2023,33,25,0,0,0,25,0
Bubba Wallace,2023,33,25,0,0,0,24,1
Aric Almirola,2023,33,23,0,0,0,23,0
Daniel Suarez,2023,33,22,0,0,0,22,0
Kevin Harvick,2023,33,23,0,0,0,21,2
Michael McDowell,2023,33,20,0,0,0,20,0
Austin Dillon,2023,33,19,0,0,0,19,0
Corey LaJoie,2023,33,18,0,0,0,18,0
Harrison Burton,2023,33,17,0,0,0,17,0
A.J. Allmendinger,2023,33,16,0,0,0,16,0
Justin Haley,2023,33,15,0,0,0,15,0
Austin Cindric,2023,33,14,0,0,0,14,0
Ty Dillon,2023,33,13,0,0,0,13,0
Ricky Stenhouse Jr,2023,33,12,0,0,0,12,0
Ryan Preece,2023,33,11,0,0,0,11,0
Todd Gilliland,2023,33,10,0,0,0,10,0
Erik Jones,2023,33,9,0,0,0,9,0
J.J. Yeley,2023,33,0,0,0,0,8,0
Brennan Poole,2023,33,0,0,0,0,7,0
B.J. McLeod,2023,33,0,0,0,0,6,0
Chase Elliott,2023,33,5,0,0,0,5,0
Chase Briscoe,2023,33,4,0,0,0,4,0
Ty Gibbs,2023,33,3,0,0,0,3,0
Alex Bowman,2023,33,2,0,0,0,2,0
Carson Hocevar,2023,33,0,0,0,0,1,0
Christopher Bell,2023,34,42,1,0,5,40,2
Ryan Blaney,2023,34,53,0,1,1,35,18
Tyler Reddick,2023,34,42,0,0,0,34,8
William Byron,2023,34,49,0,0,0,33,16
A.J. Allmendinger,2023,34,32,0,0,0,32,0
Bubba Wallace,2023,34,31,0,0,0,31,0
Ty Gibbs,2023,34,34,0,0,0,30,4
Joey Logano,2023,34,30,0,0,0,29,1
Aric Almirola,2023,34,28,0,0,0,28,0
Austin Dillon,2023,34,32,0,0,0,27,5
Kevin Harvick,2023,34,26,0,0,0,26,0
Austin Cindric,2023,34,25,0,0,0,25,0
Ryan Preece,2023,34,24,0,0,0,24,0
Erik Jones,2023,34,23,0,0,0,23,0
Chase Elliott,2023,34,22,0,0,0,22,0
Daniel Suarez,2023,34,21,0,0,0,21,0
Chase Briscoe,2023,34,20,0,0,0,20,0
Kyle Busch,2023,34,19,0,0,0,19,0
Alex Bowman,2023,34,18,0,0,0,18,0
Corey LaJoie,2023,34,17,0,0,0,17,0
Chris Buescher,2023,34,16,0,0,0,16,0
Michael McDowell,2023,34,15,0,0,0,15,0
Justin Haley,2023,34,14,0,0,0,14,0
Ty Dillon,2023,34,13,0,0,0,13,0
Todd Gilliland,2023,34,12,0,0,0,12,0
Ryan Newman,2023,34,0,0,0,0,11,0
Ricky Stenhouse Jr,2023,34,10,0,0,0,10,0
Brad Keselowski,2023,34,24,0,0,0,9,15
Martin Truex Jr,2023,34,19,0,0,0,8,11
Denny Hamlin,2023,34,19,0,0,0,7,12
Ross Chastain,2023,34,6,0,0,0,6,0
John H. Nemechek,2023,34,0,0,0,0,5,0
J.J. Yeley,2023,34,0,0,0,0,4,0
Kyle Larson,2023,34,21,0,1,1,3,18
Josh Bilicki,2023,34,0,0,0,0,2,0
Harrison Burton,2023,34,1,0,0,0,1,0
Ryan Blaney,2023,35,59,1,1,6,40,19
Aric Almirola,2023,35,35,0,0,0,35,0
Denny Hamlin,2023,35,53,0,1,1,34,19
Chase Briscoe,2023,35,48,0,0,0,33,15
Joey Logano,2023,35,41,0,0,0,32,9
Kyle Larson,2023,35,31,0,0,0,31,0
Christopher Bell,2023,35,36,0,0,0,30,6
Chris Buescher,2023,35,29,0,0,0,29,0
Austin Cindric,2023,35,28,0,0,0,28,0
Todd Gilliland,2023,35,30,0,0,0,27,3
Bubba Wallace,2023,35,26,0,0,0,26,0
Martin Truex Jr,2023,35,33,0,0,0,25,8
William Byron,2023,35,24,0,0,0,24,0
Ross Chastain,2023,35,23,0,0,0,23,0
Harrison Burton,2023,35,22,0,0,0,22,0
Kevin Harvick,2023,35,24,0,0,0,21,3
Chase Elliott,2023,35,20,0,0,0,20,0
Ty Gibbs,2023,35,28,0,0,0,19,9
Ricky Stenhouse Jr,2023,35,18,0,0,0,18,0
Ryan Preece,2023,35,24,0,0,0,17,7
Erik Jones,2023,35,16,0,0,0,16,0
Corey LaJoie,2023,35,15,0,0,0,15,0
Austin Dillon,2023,35,14,0,0,0,14,0
Ty Dillon,2023,35,13,0,0,0,13,0
Michael McDowell,2023,35,12,0,0,0,12,0
Tyler Reddick,2023,35,11,0,0,0,11,0
Kyle Busch,2023,35,10,0,0,0,10,0
A.J. Allmendinger,2023,35,9,0,0,0,9,0
Ryan Newman,2023,35,0,0,0,0,8,0
Justin Haley,2023,35,7,0,0,0,7,0
Carson Hocevar,2023,35,0,0,0,0,6,0
Alex Bowman,2023,35,5,0,0,0,5,0
Brad Keselowski,2023,35,16,0,0,0,4,12
Daniel Suarez,2023,35,3,0,0,0,3,0
J.J. Yeley,2023,35,0,0,0,0,2,0
B.J. McLeod,2023,35,0,0,0,0,1,0
Ross Chastain,2023,36,57,1,0,5,40,17
Ryan Blaney,2023,36,35,0,0,0,35,6
Kyle Larson,2023,36,34,0,0,0,34,10
William Byron,2023,36,33,0,1,1,33,17
Chris Buescher,2023,36,47,0,1,1,32,15
Martin Truex Jr,2023,36,41,0,0,0,31,10
Kevin Harvick,2023,36,47,0,0,0,30,17
Denny Hamlin,2023,36,29,0,0,0,29,0
Michael McDowell,2023,36,28,0,0,0,28,0
Bubba Wallace,2023,36,37,0,0,0,27,10
Daniel Suarez,2023,36,26,0,0,0,26,0
Austin Dillon,2023,36,25,0,0,0,25,0
Aric Almirola,2023,36,24,0,0,0,24,0
Ryan Preece,2023,36,23,0,0,0,23,0
Brad Keselowski,2023,36,24,0,0,0,22,2
Chase Elliott,2023,36,21,0,0,0,21,0
Alex Bowman,2023,36,20,0,0,0,20,0
Joey Logano,2023,36,19,0,0,0,19,0
Carson Hocevar,2023,36,0,0,0,0,18,0
Erik Jones,2023,36,21,0,0,0,17,4
Ty Gibbs,2023,36,16,0,0,0,16,0
Tyler Reddick,2023,36,15,0,0,0,15,0
Ricky Stenhouse Jr,2023,36,14,0,0,0,14,0
Chase Briscoe,2023,36,13,0,0,0,13,0
Kyle Busch,2023,36,12,0,0,0,12,0
Harrison Burton,2023,36,11,0,0,0,11,0
J.J. Yeley,2023,36,0,0,0,0,10,0
Ty Dillon,2023,36,9,0,0,0,9,0
Justin Haley,2023,36,8,0,0,0,8,0
Todd Gilliland,2023,36,7,0,0,0,7,0
Corey LaJoie,2023,36,6,0,0,0,6,0
A.J. Allmendinger,2023,36,5,0,0,0,5,0
B.J. McLeod,2023,36,0,0,0,0,4,0
Ryan Newman,2023,36,0,0,0,0,3,0
Austin Cindric,2023,36,2,0,0,0,2,0
Christopher Bell,2023,36,1,0,0,0,1,2
William Byron,2024,1,54,1,0,5,40,11
Alex Bowman,2024,1,50,0,0,0,35,7
Christopher Bell,2024,1,44,0,0,0,34,0
Corey LaJoie,2024,1,33,0,0,0,33,0
Bubba Wallace,2024,1,39,0,0,0,32,7
A.J. Allmendinger,2024,1,0,0,0,0,31,2
John H. Nemechek,2024,1,37,0,0,0,30,0
Erik Jones,2024,1,35,0,0,0,29,0
Noah Gragson,2024,1,28,0,0,0,28,0
Chase Briscoe,2024,1,29,0,0,0,27,0
Kyle Larson,2024,1,37,0,0,0,26,9
Kyle Busch,2024,1,37,0,0,0,25,12
Zane Smith,2024,1,29,0,0,0,24,0
Chase Elliott,2024,1,42,0,1,1,23,10
Martin Truex Jr,2024,1,24,0,0,0,22,2
Daniel Hemric,2024,1,21,0,0,0,21,0
Ty Gibbs,2024,1,23,0,0,0,20,0
Chris Buescher,2024,1,21,0,0,0,19,1
Denny Hamlin,2024,1,30,0,0,0,18,4
David Ragan,2024,1,17,0,0,0,17,0
Ross Chastain,2024,1,24,0,0,0,16,8
Austin Cindric,2024,1,33,0,0,0,15,9
Ryan Preece,2024,1,14,0,0,0,14,0
Riley Herbst,2024,1,0,0,0,0,13,0
Josh Berry,2024,1,12,0,0,0,12,0
Justin Haley,2024,1,12,0,0,0,11,0
Anthony Alfredo,2024,1,0,0,0,0,10,0
Jimmie Johnson,2024,1,9,0,0,0,9,0
Tyler Reddick,2024,1,24,0,0,0,8,6
Ryan Blaney,2024,1,17,0,1,1,7,10
Ricky Stenhouse Jr,2024,1,9,0,0,0,6,3
Joey Logano,2024,1,9,0,0,0,5,0
Brad Keselowski,2024,1,8,0,0,0,4,0
Daniel Suarez,2024,1,17,0,0,0,3,9
Todd Gilliland,2024,1,2,0,0,0,2,0
Michael McDowell,2024,1,1,0,0,0,1,0
Austin Dillon,2024,1,1,0,0,0,1,0
Kaz Grala,2024,1,1,0,0,0,1,0
Harrison Burton,2024,1,7,0,0,0,1,0
Carson Hocevar,2024,1,8,0,0,0,1,0
Daniel Suarez,2024,2,47,1,0,5,40,7
Ryan Blaney,2024,2,52,0,0,0,35,17
Kyle Busch,2024,2,40,0,0,0,34,6
Austin Cindric,2024,2,43,0,1,1,33,10
Bubba Wallace,2024,2,35,0,0,0,32,3
Ricky Stenhouse Jr,2024,2,35,0,0,0,31,4
Ross Chastain,2024,2,38,0,0,0,30,8
Michael McDowell,2024,2,39,0,1,1,29,10
Chris Buescher,2024,2,28,0,0,0,28,0
Ty Gibbs,2024,2,27,0,0,0,27,0
Harrison Burton,2024,2,29,0,0,0,26,3
Martin Truex Jr,2024,2,36,0,0,0,25,11
Corey LaJoie,2024,2,24,0,0,0,24,0
Kaz Grala,2024,2,23,0,0,0,23,0
Chase Elliott,2024,2,23,0,0,0,22,1
Ryan Preece,2024,2,-14,0,0,0,21,0
William Byron,2024,2,22,0,0,0,20,2
Daniel Hemric,2024,2,19,0,0,0,19,0
Carson Hocevar,2024,2,18,0,0,0,18,0
Justin Haley,2024,2,17,0,0,0,17,0
John H. Nemechek,2024,2,16,0,0,0,16,0
Austin Dillon,2024,2,15,0,0,0,15,0
Denny Hamlin,2024,2,14,0,0,0,14,0
B.J. McLeod,2024,2,0,0,0,0,13,0
Erik Jones,2024,2,12,0,0,0,12,0
Todd Gilliland,2024,2,17,0,0,0,11,6
Alex Bowman,2024,2,10,0,0,0,10,0
Joey Logano,2024,2,9,0,0,0,9,0
Josh Berry,2024,2,8,0,0,0,8,0
Tyler Reddick,2024,2,7,0,0,0,7,0
Chase Briscoe,2024,2,8,0,0,0,6,2
Kyle Larson,2024,2,21,0,0,0,5,16
Brad Keselowski,2024,2,8,0,0,0,4,4
Christopher Bell,2024,2,3,0,0,0,3,0
Zane Smith,2024,2,0,0,0,0,2,0
Noah Gragson,2024,2,-34,0,0,0,1,0
Josh Williams,2024,2,0,0,0,0,1,0
Kyle Larson,2024,3,60,1,2,7,40,20
Tyler Reddick,2024,3,53,0,0,0,35,18
Ryan Blaney,2024,3,41,0,0,0,34,7
Ross Chastain,2024,3,36,0,0,0,33,3
Ty Gibbs,2024,3,37,0,0,0,32,5
Noah Gragson,2024,3,31,0,0,0,31,0
Martin Truex Jr,2024,3,44,0,0,0,30,14
Denny Hamlin,2024,3,43,0,0,0,29,14
Joey Logano,2024,3,30,0,0,0,28,2
William Byron,2024,3,27,0,0,0,27,0
Daniel Suarez,2024,3,26,0,0,0,26,0
